policy,cold_events,total_invocations,active_app_minutes,cold_ratio_per_1k,cold_minute_ratio,mean_latency_s,p50_latency_s,p95_latency_s,p99_latency_s,p999_latency_s,slo_violation_rate,mean_prewarm_mem_gb,p95_prewarm_mem_gb,max_prewarm_mem_gb,gb_hours,mean_exec_mem_gb,mean_total_mem_gb,exec_gb_hours,apps_with_cold,apps_with_cold_share,cold_slo_events,cold_slo_per_1k,mean_cold_added_ms,cold_per_app_day,prewarm_attempts,prewarm_per_1k,wasted_prewarms,wasted_prewarm_rate,retained_container_minutes,total_inits,total_inits_per_1k,budget_utilization,cand_k_mean,cand_k_p95,cand_k_max,knapsack_gap_mean,brier_score,cal_pred_frac,subminute_extra_cold,subminute_extra_per_1k,cold_plus_subminute_per_1k,cal_bin0_count,cal_bin0_hit,cal_bin1_count,cal_bin1_hit,cal_bin2_count,cal_bin2_hit,cal_bin3_count,cal_bin3_hit,cal_bin4_count,cal_bin4_hit,cal_bin5_count,cal_bin5_hit,cal_bin6_count,cal_bin6_hit,cal_bin7_count,cal_bin7_hit,cal_bin8_count,cal_bin8_hit,cal_bin9_count,cal_bin9_hit,part,budget_gb,seed,full_warm_gb,n_apps
Planner-LRU,1306979,12495810846.0,90613408,0.10459337261962263,0.014423682199437859,0.8380079005045814,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23144648493279696,1535.3837173855493,1535.9913391113282,1536.0037841796875,515888.9290415446,10.20055261333473,1545.584269998884,3427.3856780804695,24274,1.0,1161748.0,0.09297099758611374,0.00013043037444776488,3.8459109688202546,2339892,0.187254114905958,2112432,0.9027903851972655,195677075,3646871,0.29184748752558065,0.9995987743395505,11913.265439753955,12790.0,13109.0,,,,32462.219460120068,0.002597848179697075,0.1071912207993197,,,,,,,,,,,,,,,,,,,,,seeds,1536,0,3831.79296875,24274
Planner-Popularity,5991460,12495810846.0,90613408,0.4794774884030763,0.06612111973539281,0.8380083866737851,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.231580528290687,1535.8094622717963,1535.99169921875,1536.004150390625,516031.9793233236,79.30838714774166,1615.1178494195378,26647.618081641198,24274,1.0,4950329.0,0.39615908571348424,0.0006165995780525725,17.63044527360256,502975,0.04025148957508475,320990,0.6381828122670112,211676889,6494435,0.519728977978161,0.9998759519998673,11913.265439753955,12790.0,13109.0,,,,12878.272137743628,0.0010306071607882937,0.4805080955638646,,,,,,,,,,,,,,,,,,,,,seeds,1536,0,3831.79296875,24274
TTL-20m,1009201,12495810846.0,90613408,0.08076314634060362,0.01113743564307834,0.83800787128188,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2314371861988728,1552.8695860847595,1723.9231567382812,1801.6561279296875,521764.18092447915,7.727112807596605,1560.596698892356,2596.309903352459,24274,1.0,915260.0,0.07324534688303012,0.00010120767307660644,2.9696706646735485,0,0.0,0,0.0,200186826,1009201,0.08076314634060362,,0.0,0.0,0.0,,,,0.0,0.0,0.08076314634060362,,,,,,,,,,,,,,,,,,,,,seeds,-1,0,3831.79296875,24274
BALM-JIT (hazard),2408883,12495810846.0,90613408,0.1927752452151675,0.02658417835912319,0.8380079261947772,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23145671393694692,1023.8466210501534,1023.9916412353516,1024.0,344012.46467285155,23.975514343659587,1047.822135393813,8055.772819469621,24274,1.0,1720393.0,0.1376775802068667,0.00015612057031442832,7.088369095681446,25117345,2.0100612364855257,10162322,0.4045937976326718,104684943,27526228,2.202836481700693,0.9998502158692905,11913.265439753955,12790.0,13109.0,8.716637713789256e-06,0.04195087372349391,0.37653703985198705,511569.16306521196,0.040939253112091484,0.23371449832725902,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1024,1,3831.79296875,24274
Planner-LRU,16595771,12495810846.0,90613408,1.3281067715035417,0.18314917589238008,0.838009360473088,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2319341742195568,1023.7515703625149,1023.9915771484375,1024.0009765625,343980.527641805,123.97276123979735,1147.7243316023123,41654.84777657191,24274,1.0,12842907.0,1.0277770012908853,0.0015903988811749278,48.834646711943414,17827516,1.4266794063793562,15154208,0.8500459626568277,113688247,34423287,2.754786177882898,0.9997573929321435,11913.265439753955,12790.0,13109.0,,,,297335.4807330016,0.02379481286948104,1.3519015843730227,,,,,,,,,,,,,,,,,,,,,seeds,1024,1,3831.79296875,24274
Planner-Popularity,25227914,12495810846.0,90613408,2.0189097218989707,0.2784125943039246,0.8380102633753981,0.22163476650693947,3.1386143822518155,36.38836624469137,57.07322071880443,0.23221616421031774,1023.8830011065044,1023.9938354492188,1024.00146484375,344024.6883717855,229.42029126523033,1253.3032923717346,77085.21786511739,24274,1.0,19693630.0,1.576018574761323,0.0024933011911996285,74.23555479701974,1327523,0.10623744360094485,717614,0.5405661521495296,143436899,26555437,2.1251471654999152,0.9998857432680707,11913.265439753955,12790.0,13109.0,,,,28880.046621757694,0.002311178280279619,2.0212209001792503,,,,,,,,,,,,,,,,,,,,,seeds,1024,1,3831.79296875,24274
BALM-JIT (hazard),330828,12495810846.0,90613408,0.026475112665929994,0.0036509828655821,0.8380078009307051,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23142423689032876,1535.817162734743,1535.9923095703125,1536.0,516034.56667887367,2.6125609466902144,1538.4297236814332,877.820478087912,24274,1.0,288607.0,0.023096300316708555,3.085649825013867e-05,0.9734930966701585,8075845,0.6462841907202154,5817854,0.7204018898332001,190367095,8406673,0.6727593033861454,0.9998809653220985,11913.265439753955,12790.0,13109.0,5.771147433002727e-08,0.04195087372349391,0.37653703985198705,62173.975975705864,0.004975585557587742,0.03145069822351774,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1536,1,3831.79296875,24274
Planner-LRU,1306979,12495810846.0,90613408,0.10459337261962263,0.014423682199437859,0.8380078964336564,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23144666690338242,1535.3837173855493,1535.9913391113282,1536.0037841796875,515888.9290415446,10.20055261333473,1545.584269998884,3427.3856780804695,24274,1.0,1168117.0,0.09348068839997868,0.0001263594495472372,3.8459109688202546,2339892,0.187254114905958,2112432,0.9027903851972655,195677075,3646871,0.29184748752558065,0.9995987743395505,11913.265439753955,12790.0,13109.0,,,,32631.566184951404,0.0026114004594905505,0.10720477307911319,,,,,,,,,,,,,,,,,,,,,seeds,1536,1,3831.79296875,24274
Planner-Popularity,5991460,12495810846.0,90613408,0.4794774884030763,0.06612111973539281,0.8380083874376744,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23158968161746274,1535.8094622717963,1535.99169921875,1536.004150390625,516031.9793233236,79.30838714774166,1615.1178494195378,26647.618081641198,24274,1.0,5007909.0,0.4007670299845382,0.0006173634674538165,17.63044527360256,502975,0.04025148957508475,320990,0.6381828122670112,211676889,6494435,0.519728977978161,0.9998759519998673,11913.265439753955,12790.0,13109.0,,,,12702.020681271171,0.0010165023172815696,0.48049399072035787,,,,,,,,,,,,,,,,,,,,,seeds,1536,1,3831.79296875,24274
TTL-20m,1009201,12495810846.0,90613408,0.08076314634060362,0.01113743564307834,0.8380078673073268,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2314375934921722,1552.8695860847595,1723.9231567382812,1801.6561279296875,521764.18092447915,7.727112807596605,1560.596698892356,2596.309903352459,24274,1.0,921159.0,0.0737174250916954,9.723311988209795e-05,2.9696706646735485,0,0.0,0,0.0,200186826,1009201,0.08076314634060362,,0.0,0.0,0.0,,,,0.0,0.0,0.08076314634060362,,,,,,,,,,,,,,,,,,,,,seeds,-1,1,3831.79296875,24274
BALM-JIT (hazard),2419451,12495810846.0,90613408,0.19362096864442246,0.026700805690919385,0.8380079282988775,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.231457325275427,1023.8471605088976,1023.9918853759766,1024.0,344012.6459309896,24.143197988505136,1047.9903584974027,8112.114524137725,24274,1.0,1696044.0,0.13572900717706654,0.00015822467057981173,7.119466448522229,25136605,2.011602553030515,10166111,0.40443452884747166,104695666,27556056,2.2052235216749376,0.9998507426844703,11913.265439753955,12790.0,13109.0,8.826905071257167e-06,0.04195087372349391,0.37653703985198705,519604.4384847657,0.041582290648317144,0.23520325929273958,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1024,2,3831.79296875,24274
Planner-LRU,16595771,12495810846.0,90613408,1.3281067715035417,0.18314917589238008,0.8380094169533349,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23195045001498477,1023.7515703625149,1023.9915771484375,1024.0009765625,343980.527641805,123.97276123979735,1147.7243316023123,41654.84777657191,24274,1.0,13101551.0,1.048475458012707,0.0016468791279062932,48.834646711943414,17827516,1.4266794063793562,15154208,0.8500459626568277,113688247,34423287,2.754786177882898,0.9997573929321435,11913.265439753955,12790.0,13109.0,,,,303256.26359835884,0.024268634291582075,1.3523754057951238,,,,,,,,,,,,,,,,,,,,,seeds,1024,2,3831.79296875,24274
Planner-Popularity,25227914,12495810846.0,90613408,2.0189097218989707,0.2784125943039246,0.838010307672716,0.22163476650693947,3.1386143822518155,36.38836624469137,57.07322071880443,0.23222970623895897,1023.8830011065044,1023.9938354492188,1024.00146484375,344024.6883717855,229.42029126523033,1253.3032923717346,77085.21786511739,24274,1.0,19843821.0,1.5880378828199173,0.002537598509011149,74.23555479701974,1327523,0.10623744360094485,717614,0.5405661521495296,143436899,26555437,2.1251471654999152,0.9998857432680707,11913.265439753955,12790.0,13109.0,,,,29376.068573853838,0.002350873339544615,2.021260595238515,,,,,,,,,,,,,,,,,,,,,seeds,1024,2,3831.79296875,24274
BALM-JIT (hazard),330669,12495810846.0,90613408,0.026462388401617774,0.0036492281583758554,0.8380078012142159,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23142420898577643,1535.816974113101,1535.9923095703125,1536.0001220703125,516034.503302002,2.615642918412396,1538.4326170315135,878.8560205865651,24274,1.0,288150.0,0.02305972806016337,3.114000892359534e-05,0.9730252239315434,8035189,0.6430306203436268,5810701,0.7231567297296927,190436585,8365858,0.6694930087452446,0.9998808425215502,11913.265439753955,12790.0,13109.0,5.5256626791027827e-08,0.04195087372349391,0.37653703985198705,63409.1071430175,0.005074429176664051,0.03153681757828183,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1536,2,3831.79296875,24274
Planner-LRU,1306979,12495810846.0,90613408,0.10459337261962263,0.014423682199437859,0.8380078997606357,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23144685286970534,1535.3837173855493,1535.9913391113282,1536.0037841796875,515888.9290415446,10.20055261333473,1545.584269998884,3427.3856780804695,24274,1.0,1164948.0,0.09322708340874962,0.00012968642886133732,3.8459109688202546,2339892,0.187254114905958,2112432,0.9027903851972655,195677075,3646871,0.29184748752558065,0.9995987743395505,11913.265439753955,12790.0,13109.0,,,,33007.0913817455,0.0026414525466597724,0.1072348251662824,,,,,,,,,,,,,,,,,,,,,seeds,1536,2,3831.79296875,24274
Planner-Popularity,5991460,12495810846.0,90613408,0.4794774884030763,0.06612111973539281,0.8380083880212679,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23158435584782414,1535.8094622717963,1535.99169921875,1536.004150390625,516031.9793233236,79.30838714774166,1615.1178494195378,26647.618081641198,24274,1.0,4977715.0,0.3983507001943298,0.0006179470608416768,17.63044527360256,502975,0.04025148957508475,320990,0.6381828122670112,211676889,6494435,0.519728977978161,0.9998759519998673,11913.265439753955,12790.0,13109.0,,,,13279.970175540348,0.0010627537771821637,0.4805402421802584,,,,,,,,,,,,,,,,,,,,,seeds,1536,2,3831.79296875,24274
TTL-20m,1009201,12495810846.0,90613408,0.08076314634060362,0.01113743564307834,0.838007869536793,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23143741002108462,1552.8695860847595,1723.9231567382812,1801.6561279296875,521764.18092447915,7.727112807596605,1560.596698892356,2596.309903352459,24274,1.0,916692.0,0.07335994528865966,9.946258603481145e-05,2.9696706646735485,0,0.0,0,0.0,200186826,1009201,0.08076314634060362,,0.0,0.0,0.0,,,,0.0,0.0,0.08076314634060362,,,,,,,,,,,,,,,,,,,,,seeds,-1,2,3831.79296875,24274
BALM-JIT (hazard),2428781,12495810846.0,90613408,0.19436761887104512,0.026803770585474503,0.8380079279915897,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2314569781078758,1023.8480802808489,1023.9920654296875,1024.0,344012.95497436525,24.085828309308457,1047.9339085901574,8092.838311927641,24274,1.0,1720997.0,0.13772591640588924,0.00015791738282900421,7.146920867712661,25145573,2.012320233548452,10177473,0.40474213890453004,104613624,27574354,2.2066878524194973,0.9998516408992665,11913.265439753955,12790.0,13109.0,8.815565204285018e-06,0.04195087372349391,0.37653703985198705,505297.6628605946,0.04043736489676011,0.23480498376780526,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1024,3,3831.79296875,24274
Planner-LRU,16595771,12495810846.0,90613408,1.3281067715035417,0.18314917589238008,0.8380093913483869,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2319418743881087,1023.7515703625149,1023.9915771484375,1024.0009765625,343980.527641805,123.97276123979735,1147.7243316023123,41654.84777657191,24274,1.0,12934431.0,1.035101375925549,0.00162127418003698,48.834646711943414,17827516,1.4266794063793562,15154208,0.8500459626568277,113688247,34423287,2.754786177882898,0.9997573929321435,11913.265439753955,12790.0,13109.0,,,,302452.03938331857,0.024204274785428245,1.35231104628897,,,,,,,,,,,,,,,,,,,,,seeds,1024,3,3831.79296875,24274
Planner-Popularity,25227914,12495810846.0,90613408,2.0189097218989707,0.2784125943039246,0.838010352818751,0.22163476650693947,3.1386143822518155,36.38836624469137,57.07322071880443,0.2322470184232473,1023.8830011065044,1023.9938354492188,1024.00146484375,344024.6883717855,229.42029126523033,1253.3032923717346,77085.21786511739,24274,1.0,20155715.0,1.6129977676840388,0.0025827445441349104,74.23555479701974,1327523,0.10623744360094485,717614,0.5405661521495296,143436899,26555437,2.1251471654999152,0.9998857432680707,11913.265439753955,12790.0,13109.0,,,,29005.929708556963,0.0023212523033542855,2.0212309742023247,,,,,,,,,,,,,,,,,,,,,seeds,1024,3,3831.79296875,24274
BALM-JIT (hazard),332471,12495810846.0,90613408,0.026606596730489592,0.0036691148400466297,0.8380078012988147,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2314242016353131,1535.8171968490358,1535.992431640625,1536.0,516034.578141276,2.6330487306580865,1538.450245579694,884.7043735011171,24274,1.0,290774.0,0.02326971843472478,3.122460788694711e-05,0.9783277816358479,8088927,0.6473311015738786,5805130,0.7176637890291259,190319505,8421398,0.6739376983043682,0.9998809875319244,11913.265439753955,12790.0,13109.0,4.7783226567232955e-08,0.04195087372349391,0.37653703985198705,62690.28730801898,0.005016904311422624,0.031623501041912215,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1536,3,3831.79296875,24274
